season,round,driver,constructor,q1,q2,q3
2021,20,Norris,McLaren,1:22.839,1:22.216,1:21.731
2021,20,Sainz,Ferrari,1:22.304,1:22.241,1:21.840
2021,20,Tsunoda,AlphaTauri,1:22.458,1:22.058,1:21.881
2021,20,Ocon,Alpine F1 Team,1:22.565,1:22.012,1:22.028
2021,20,Vettel,Aston Martin,1:22.549,1:22.146,1:22.785
2021,20,Pérez,Red Bull,1:22.398,1:22.346,
2021,20,Stroll,Aston Martin,1:22.551,1:22.460,
2021,20,Leclerc,Ferrari,1:22.742,1:22.463,
2021,20,Ricciardo,McLaren,1:22.688,1:22.597,
2021,20,Russell,Williams,1:22.863,1:22.756,
2021,20,Räikkönen,Alfa Romeo,1:23.156,,
2021,20,Latifi,Williams,1:23.213,,
2021,20,Giovinazzi,Alfa Romeo,1:23.262,,
2021,20,Schumacher,Haas F1 Team,1:23.407,,
2021,20,Mazepin,Haas F1 Team,1:25.859,,
2021,21,Hamilton,Mercedes,1:28.466,1:27.712,1:27.511
2021,21,Bottas,Mercedes,1:28.057,1:28.054,1:27.622
2021,21,Verstappen,Red Bull,1:28.285,1:27.953,1:27.653
2021,21,Leclerc,Ferrari,1:28.310,1:28.459,1:28.054
2021,21,Pérez,Red Bull,1:28.021,1:27.946,1:28.123
2021,21,Gasly,AlphaTauri,1:28.401,1:28.314,1:28.125
2021,21,Norris,McLaren,1:28.338,1:28.344,1:28.180
2021,21,Tsunoda,AlphaTauri,1:28.503,1:28.222,1:28.442
2021,21,Ocon,Alpine F1 Team,1:28.752,1:28.574,1:28.647
2021,21,Giovinazzi,Alfa Romeo,1:28.899,1:28.616,1:28.754
2021,21,Ricciardo,McLaren,1:28.216,1:28.668,
2021,21,Räikkönen,Alfa Romeo,1:28.856,1:28.885,
2021,21,Alonso,Alpine F1 Team,1:28.944,1:28.920,
2021,21,Russell,Williams,1:28.926,1:29.054,
2021,21,Sainz,Ferrari,1:28.237,1:53.652,
2021,21,Latifi,Williams,1:29.177,,
2021,21,Vettel,Aston Martin,1:29.198,,
2021,21,Stroll,Aston Martin,1:29.368,,
2021,21,Schumacher,Haas F1 Team,1:29.464,,
2021,21,Mazepin,Haas F1 Team,1:30.473,,
2021,19,Hamilton,Mercedes,1:08.733,1:08.068,1:07.934
2021,19,Verstappen,Red Bull,1:09.329,1:08.499,1:08.372
2021,19,Bottas,Mercedes,1:09.040,1:08.426,1:08.469
2021,19,Pérez,Red Bull,1:09.172,1:08.973,1:08.483
2021,19,Gasly,AlphaTauri,1:09.347,1:08.903,1:08.777
2021,19,Sainz,Ferrari,1:09.046,1:09.031,1:08.826
2021,19,Leclerc,Ferrari,1:09.155,1:08.859,1:08.960
2021,19,Norris,McLaren,1:09.365,1:09.030,1:08.980
2021,19,Ricciardo,McLaren,1:09.374,1:09.093,1:09.039
2021,19,Alonso,Alpine F1 Team,1:09.391,1:09.137,1:09.113
2021,19,Ocon,Alpine F1 Team,1:09.430,1:09.189,
2021,19,Vettel,Aston Martin,1:09.451,1:09.399,
2021,19,Tsunoda,AlphaTauri,1:09.350,1:09.483,
2021,19,Räikkönen,Alfa Romeo,1:09.598,1:09.503,
2021,19,Giovinazzi,Alfa Romeo,1:09.342,1:10.227,
2021,19,Stroll,Aston Martin,1:09.663,,
2021,19,Latifi,Williams,1:09.897,,
2021,19,Russell,Williams,1:09.953,,
2021,19,Schumacher,Haas F1 Team,1:10.329,,
2021,19,Mazepin,Haas F1 Team,1:10.589,,
2021,22,Verstappen,Red Bull,1:23.322,1:22.800,1:22.109
2021,22,Hamilton,Mercedes,1:22.845,1:23.145,1:22.480
2021,22,Norris,McLaren,1:23.553,1:23.256,1:22.931
2021,22,Pérez,Red Bull,1:23.350,1:23.135,1:22.947
2021,22,Sainz,Ferrari,1:23.624,1:23.174,1:22.992
2021,22,Bottas,Mercedes,1:23.117,1:23.246,1:23.036
2021,22,Leclerc,Ferrari,1:23.467,1:23.202,1:23.122
2021,22,Tsunoda,AlphaTauri,1:23.428,1:23.404,1:23.220
2021,22,Ocon,Alpine F1 Team,1:23.764,1:23.420,1:23.389
2021,22,Ricciardo,McLaren,1:23.829,1:23.448,1:23.409
2021,22,Alonso,Alpine F1 Team,1:23.846,1:23.460,
2021,22,Gasly,AlphaTauri,1:23.489,1:24.043,
2021,22,Stroll,Aston Martin,1:24.061,1:24.066,
2021,22,Giovinazzi,Alfa Romeo,1:24.118,1:24.251,
2021,22,Vettel,Aston Martin,1:24.225,1:24.305,
2021,22,Latifi,Williams,1:24.338,,
2021,22,Russell,Williams,1:24.423,,
2021,22,Räikkönen,Alfa Romeo,1:24.779,,
2021,22,Schumacher,Haas F1 Team,1:24.906,,
2021,22,Mazepin,Haas F1 Team,1:25.685,,
2022,1,Leclerc,Ferrari,1:31.471,1:30.932,1:30.558
2022,1,Verstappen,Red Bull,1:31.785,1:30.757,1:30.681
2022,1,Sainz,Ferrari,1:31.567,1:30.787,1:30.687
2022,1,Pérez,Red Bull,1:32.311,1:31.008,1:30.921
2022,1,Hamilton,Mercedes,1:32.285,1:31.048,1:31.238
2022,1,Bottas,Alfa Romeo,1:31.919,1:31.717,1:31.560
2022,1,Magnussen,Haas F1 Team,1:31.955,1:31.461,1:31.808
2022,1,Alonso,Alpine F1 Team,1:32.346,1:31.621,1:32.195
2022,1,Russell,Mercedes,1:32.269,1:31.252,1:32.216
2022,1,Gasly,AlphaTauri,1:32.096,1:31.635,1:32.338
2022,1,Ocon,Alpine F1 Team,1:32.041,1:31.782,
2022,1,Schumacher,Haas F1 Team,1:32.380,1:31.998,
2022,1,Norris,McLaren,1:32.239,1:32.008,
2022,1,Albon,Williams,1:32.726,1:32.664,
2022,1,Zhou,Alfa Romeo,1:32.493,1:33.543,
2022,1,Tsunoda,AlphaTauri,1:32.750,,
2022,1,Hülkenberg,Aston Martin,1:32.777,,
2022,1,Ricciardo,McLaren,1:32.945,,
2022,1,Stroll,Aston Martin,1:33.032,,
2022,1,Latifi,Williams,1:33.634,,
2022,2,Pérez,Red Bull,1:29.705,1:28.924,1:28.200
2022,2,Leclerc,Ferrari,1:29.039,1:28.780,1:28.225
2022,2,Sainz,Ferrari,1:28.855,1:28.686,1:28.402
2022,2,Verstappen,Red Bull,1:28.928,1:28.945,1:28.461
2022,2,Ocon,Alpine F1 Team,1:30.093,1:29.584,1:29.068
2022,2,Russell,Mercedes,1:29.680,1:29.618,1:29.104
2022,2,Alonso,Alpine F1 Team,1:29.978,1:29.295,1:29.147
2022,2,Bottas,Alfa Romeo,1:29.683,1:29.404,1:29.183
2022,2,Gasly,AlphaTauri,1:29.891,1:29.418,1:29.254
2022,2,Magnussen,Haas F1 Team,1:29.831,1:29.546,1:29.588
2022,2,Norris,McLaren,1:29.957,1:29.651,
2022,2,Ricciardo,McLaren,1:30.009,1:29.773,
2022,2,Zhou,Alfa Romeo,1:29.978,1:29.819,
2022,2,Schumacher,Haas F1 Team,1:30.167,1:29.920,
2022,2,Stroll,Aston Martin,1:30.256,1:31.009,
2022,2,Hamilton,Mercedes,1:30.343,,
2022,2,Albon,Williams,1:30.492,,
2022,2,Hülkenberg,Aston Martin,1:30.543,,
2022,2,Latifi,Williams,1:31.817,,
2022,2,Tsunoda,AlphaTauri,,,
2022,3,Leclerc,Ferrari,1:18.881,1:18.606,1:17.868
2022,3,Verstappen,Red Bull,1:18.580,1:18.611,1:18.154
2022,3,Pérez,Red Bull,1:18.834,1:18.340,1:18.240
2022,3,Norris,McLaren,1:19.280,1:19.066,1:18.703
2022,3,Hamilton,Mercedes,1:19.401,1:19.106,1:18.825
2022,3,Russell,Mercedes,1:19.405,1:19.076,1:18.933
2022,3,Ricciardo,McLaren,1:19.665,1:19.130,1:19.032
2022,3,Ocon,Alpine F1 Team,1:19.605,1:19.136,1:19.061
2022,3,Sainz,Ferrari,1:18.983,1:18.469,1:19.408
2022,3,Alonso,Alpine F1 Team,1:19.192,1:18.815,
2022,3,Gasly,AlphaTauri,1:19.580,1:19.226,
2022,3,Bottas,Alfa Romeo,1:19.251,1:19.410,
2022,3,Tsunoda,AlphaTauri,1:19.742,1:19.424,
2022,3,Zhou,Alfa Romeo,1:19.910,1:20.155,
2022,3,Schumacher,Haas F1 Team,1:20.104,1:20.465,
2022,3,Albon,Williams,1:20.135,,
2022,3,Magnussen,Haas F1 Team,1:20.254,,
2022,3,Vettel,Aston Martin,1:21.149,,
2022,3,Latifi,Williams,1:21.372,,
2022,3,Stroll,Aston Martin,,,
2022,4,Verstappen,Red Bull,1:19.295,1:18.793,1:27.999
2022,4,Leclerc,Ferrari,1:18.796,1:19.584,1:28.778
2022,4,Norris,McLaren,1:20.168,1:19.294,1:29.131
2022,4,Magnussen,Haas F1 Team,1:20.147,1:19.902,1:29.164
2022,4,Alonso,Alpine F1 Team,1:20.198,1:19.595,1:29.202
2022,4,Ricciardo,McLaren,1:19.980,1:20.031,1:29.742
2022,4,Pérez,Red Bull,1:19.773,1:19.296,1:29.808
2022,4,Bottas,Alfa Romeo,1:20.419,1:20.192,1:30.439
2022,4,Vettel,Aston Martin,1:20.364,1:19.957,1:31.062
2022,4,Sainz,Ferrari,1:19.305,1:18.990,
2022,4,Russell,Mercedes,1:20.383,1:20.757,
2022,4,Schumacher,Haas F1 Team,1:20.422,1:20.916,
2022,4,Hamilton,Mercedes,1:20.470,1:21.138,
2022,4,Zhou,Alfa Romeo,1:19.730,1:21.434,
2022,4,Stroll,Aston Martin,1:20.342,1:28.119,
2022,4,Tsunoda,AlphaTauri,1:20.474,,
2022,4,Gasly,AlphaTauri,1:20.732,,
2022,4,Latifi,Williams,1:21.971,,
2022,4,Ocon,Alpine F1 Team,1:22.338,,
2022,4,Albon,Williams,,,
2022,5,Leclerc,Ferrari,1:29.474,1:29.130,1:28.796
2022,5,Sainz,Ferrari,1:30.079,1:29.729,1:28.986
2022,5,Verstappen,Red Bull,1:29.836,1:29.202,1:28.991
2022,5,Pérez,Red Bull,1:30.055,1:29.673,1:29.036
2022,5,Bottas,Alfa Romeo,1:30.845,1:29.751,1:29.475
2022,5,Hamilton,Mercedes,1:30.388,1:29.797,1:29.625
2022,5,Gasly,AlphaTauri,1:30.779,1:30.128,1:29.690
2022,5,Norris,McLaren,1:30.761,1:29.634,1:29.750
2022,5,Tsunoda,AlphaTauri,1:30.485,1:30.031,1:29.932
2022,5,Stroll,Aston Martin,1:30.441,1:29.996,1:30.676
2022,5,Alonso,Alpine F1 Team,1:30.407,1:30.160,
2022,5,Russell,Mercedes,1:30.490,1:30.173,
2022,5,Vettel,Aston Martin,1:30.677,1:30.214,
2022,5,Ricciardo,McLaren,1:30.583,1:30.310,
2022,5,Schumacher,Haas F1 Team,1:30.645,1:30.423,
2022,5,Magnussen,Haas F1 Team,1:30.975,,
2022,5,Zhou,Alfa Romeo,1:31.020,,
2022,5,Albon,Williams,1:31.266,,
2022,5,Latifi,Williams,1:31.325,,
2022,5,Ocon,Alpine F1 Team,,,
2022,6,Leclerc,Ferrari,1:19.861,1:19.969,1:18.750
2022,6,Verstappen,Red Bull,1:20.091,1:19.219,1:19.073
2022,6,Sainz,Ferrari,1:19.892,1:19.453,1:19.166
2022,6,Russell,Mercedes,1:20.218,1:19.470,1:19.393
2022,6,Pérez,Red Bull,1:20.447,1:19.830,1:19.420
2022,6,Hamilton,Mercedes,1:20.252,1:19.794,1:19.512
2022,6,Bottas,Alfa Romeo,1:20.355,1:20.053,1:19.608
2022,6,Magnussen,Haas F1 Team,1:20.227,1:19.810,1:19.682
2022,6,Ricciardo,McLaren,1:20.549,1:20.287,1:20.297
2022,6,Schumacher,Haas F1 Team,1:20.683,1:20.436,1:20.368
2022,6,Norris,McLaren,1:20.838,1:20.471,
2022,6,Ocon,Alpine F1 Team,1:20.880,1:20.638,
2022,6,Tsunoda,AlphaTauri,1:20.707,1:20.639,
2022,6,Gasly,AlphaTauri,1:20.719,1:20.861,
2022,6,Zhou,Alfa Romeo,1:20.476,1:21.094,
2022,6,Vettel,Aston Martin,1:20.954,,
2022,6,Alonso,Alpine F1 Team,1:21.043,,
2022,6,Stroll,Aston Martin,1:21.418,,
2022,6,Albon,Williams,1:21.645,,
2022,6,Latifi,Williams,1:21.915,,
2022,7,Leclerc,Ferrari,1:12.569,1:11.864,1:11.376
2022,7,Sainz,Ferrari,1:12.616,1:12.074,1:11.601
2022,7,Pérez,Red Bull,1:13.004,1:11.954,1:11.629
2022,7,Verstappen,Red Bull,1:12.993,1:12.117,1:11.666
2022,7,Norris,McLaren,1:12.927,1:12.266,1:11.849
2022,7,Russell,Mercedes,1:12.787,1:12.617,1:12.112
2022,7,Alonso,Alpine F1 Team,1:13.394,1:12.688,1:12.247
2022,7,Hamilton,Mercedes,1:13.444,1:12.595,1:12.560
2022,7,Vettel,Aston Martin,1:13.313,1:12.613,1:12.732
2022,7,Ocon,Alpine F1 Team,1:12.848,1:12.528,1:13.047
2022,7,Tsunoda,AlphaTauri,1:13.110,1:12.797,
2022,7,Bottas,Alfa Romeo,1:13.541,1:12.909,
2022,7,Magnussen,Haas F1 Team,1:13.069,1:12.921,
2022,7,Ricciardo,McLaren,1:13.338,1:12.964,
2022,7,Schumacher,Haas F1 Team,1:13.469,1:13.081,
2022,7,Albon,Williams,1:13.611,,
2022,7,Gasly,AlphaTauri,1:13.660,,
2022,7,Stroll,Aston Martin,1:13.678,,
2022,7,Latifi,Williams,1:14.403,,
2022,7,Zhou,Alfa Romeo,1:15.606,,
2022,8,Leclerc,Ferrari,1:42.865,1:42.046,1:41.359
2022,8,Pérez,Red Bull,1:42.733,1:41.955,1:41.641
2022,8,Verstappen,Red Bull,1:42.722,1:42.227,1:41.706
2022,8,Sainz,Ferrari,1:42.957,1:42.088,1:41.814
2022,8,Russell,Mercedes,1:43.754,1:43.281,1:42.712
2022,8,Gasly,AlphaTauri,1:43.268,1:43.129,1:42.845
2022,8,Hamilton,Mercedes,1:43.939,1:43.182,1:42.924
2022,8,Tsunoda,AlphaTauri,1:43.595,1:43.376,1:43.056
2022,8,Vettel,Aston Martin,1:43.279,1:43.268,1:43.091
2022,8,Alonso,Alpine F1 Team,1:44.083,1:43.360,1:43.173
2022,8,Norris,McLaren,1:44.237,1:43.398,
2022,8,Ricciardo,McLaren,1:44.437,1:43.574,
2022,8,Ocon,Alpine F1 Team,1:43.903,1:43.585,
2022,8,Zhou,Alfa Romeo,1:43.777,1:43.790,
2022,8,Bottas,Alfa Romeo,1:44.478,1:44.444,
2022,8,Magnussen,Haas F1 Team,1:44.643,,
2022,8,Albon,Williams,1:44.719,,
2022,8,Latifi,Williams,1:45.367,,
2022,8,Stroll,Aston Martin,1:45.371,,
2022,8,Schumacher,Haas F1 Team,1:45.775,,
2022,9,Verstappen,Red Bull,1:32.219,1:23.746,1:21.299
2022,9,Alonso,Alpine F1 Team,1:32.277,1:24.848,1:21.944
2022,9,Sainz,Ferrari,1:32.781,1:25.197,1:22.096
2022,9,Hamilton,Mercedes,1:33.841,1:25.543,1:22.891
2022,9,Magnussen,Haas F1 Team,1:32.957,1:26.254,1:22.960
2022,9,Schumacher,Haas F1 Team,1:33.707,1:25.684,1:23.356
2022,9,Ocon,Alpine F1 Team,1:33.012,1:26.135,1:23.529
2022,9,Russell,Mercedes,1:33.160,1:24.950,1:23.557
2022,9,Ricciardo,McLaren,1:33.636,1:26.375,1:23.749
2022,9,Zhou,Alfa Romeo,1:33.692,1:26.116,1:24.030
2022,9,Bottas,Alfa Romeo,1:33.689,1:26.788,
2022,9,Albon,Williams,1:34.047,1:26.858,
2022,9,Pérez,Red Bull,1:33.929,1:33.127,
2022,9,Norris,McLaren,1:34.066,,
2022,9,Leclerc,Ferrari,1:33.008,,
2022,9,Gasly,AlphaTauri,1:34.492,,
2022,9,Vettel,Aston Martin,1:34.512,,
2022,9,Stroll,Aston Martin,1:35.532,,
2022,9,Latifi,Williams,1:35.660,,
2022,9,Tsunoda,AlphaTauri,1:36.575,,
2022,10,Sainz,Ferrari,1:40.190,1:41.602,1:40.983
2022,10,Verstappen,Red Bull,1:39.129,1:40.655,1:41.055
2022,10,Leclerc,Ferrari,1:39.846,1:41.247,1:41.298
2022,10,Pérez,Red Bull,1:40.521,1:42.513,1:41.616
2022,10,Hamilton,Mercedes,1:40.428,1:41.062,1:41.995
2022,10,Norris,McLaren,1:41.515,1:41.821,1:42.084
2022,10,Alonso,Alpine F1 Team,1:41.598,1:42.209,1:42.116
2022,10,Russell,Mercedes,1:40.028,1:41.725,1:42.161
2022,10,Zhou,Alfa Romeo,1:40.791,1:42.640,1:42.719
2022,10,Latifi,Williams,1:41.998,1:43.273,2:03.095
2022,10,Gasly,AlphaTauri,1:41.680,1:43.702,
2022,10,Bottas,Alfa Romeo,1:41.396,1:44.232,
2022,10,Tsunoda,AlphaTauri,1:41.893,1:44.311,
2022,10,Ricciardo,McLaren,1:41.933,1:44.355,
2022,10,Ocon,Alpine F1 Team,1:41.730,1:45.190,
2022,10,Albon,Williams,1:42.078,,
2022,10,Magnussen,Haas F1 Team,1:42.159,,
2022,10,Vettel,Aston Martin,1:42.666,,
2022,10,Schumacher,Haas F1 Team,1:42.708,,
2022,10,Stroll,Aston Martin,1:43.430,,
2022,12,Leclerc,Ferrari,1:31.727,1:31.216,1:30.872
2022,12,Verstappen,Red Bull,1:31.891,1:31.990,1:31.176
2022,12,Pérez,Red Bull,1:32.354,1:32.120,1:31.335
2022,12,Hamilton,Mercedes,1:33.041,1:32.274,1:31.765
2022,12,Norris,McLaren,1:32.672,1:32.777,1:32.032
2022,12,Russell,Mercedes,1:33.109,1:32.633,1:32.131
2022,12,Alonso,Alpine F1 Team,1:32.819,1:32.631,1:32.552
2022,12,Tsunoda,AlphaTauri,1:33.394,1:32.836,1:32.780
2022,12,Sainz,Ferrari,1:32.297,1:31.081,
2022,12,Magnussen,Haas F1 Team,1:32.756,1:32.649,
2022,12,Ricciardo,McLaren,1:33.404,1:32.922,
2022,12,Ocon,Alpine F1 Team,1:33.346,1:33.048,
2022,12,Bottas,Alfa Romeo,1:33.034,1:33.052,
2022,12,Vettel,Aston Martin,1:33.285,1:33.276,
2022,12,Albon,Williams,1:33.423,1:33.307,
2022,12,Gasly,AlphaTauri,1:33.439,,
2022,12,Stroll,Aston Martin,1:33.439,,
2022,12,Zhou,Alfa Romeo,1:33.674,,
2022,12,Schumacher,Haas F1 Team,1:33.701,,
2022,12,Latifi,Williams,1:33.794,,
2022,11,Verstappen,Red Bull,1:05.852,1:05.374,1:04.984
2022,11,Leclerc,Ferrari,1:05.419,1:05.287,1:05.013
2022,11,Sainz,Ferrari,1:05.660,1:05.576,1:05.066
2022,11,Russell,Mercedes,1:06.235,1:05.697,1:05.431
2022,11,Ocon,Alpine F1 Team,1:06.468,1:05.993,1:05.726
2022,11,Magnussen,Haas F1 Team,1:06.366,1:05.894,1:05.879
2022,11,Schumacher,Haas F1 Team,1:06.405,1:06.151,1:06.011
2022,11,Alonso,Alpine F1 Team,1:06.016,1:06.082,1:06.103
2022,11,Hamilton,Mercedes,1:06.079,1:05.475,1:13.151
2022,11,Gasly,AlphaTauri,1:06.589,1:06.160,
2022,11,Albon,Williams,1:06.516,1:06.230,
2022,11,Bottas,Alfa Romeo,1:06.442,1:06.319,
2022,11,Pérez,Red Bull,1:06.143,1:06.458,
2022,11,Tsunoda,AlphaTauri,1:06.463,1:06.851,
2022,11,Norris,McLaren,1:06.330,1:25.847,
2022,11,Ricciardo,McLaren,1:06.613,,
2022,11,Stroll,Aston Martin,1:06.847,,
2022,11,Zhou,Alfa Romeo,1:06.901,,
2022,11,Latifi,Williams,1:07.003,,
2022,11,Vettel,Aston Martin,1:07.083,,
2022,13,Russell,Mercedes,1:18.407,1:18.154,1:17.377
2022,13,Sainz,Ferrari,1:18.434,1:17.946,1:17.421
2022,13,Leclerc,Ferrari,1:18.806,1:17.768,1:17.567
2022,13,Norris,McLaren,1:18.653,1:18.121,1:17.769
2022,13,Ocon,Alpine F1 Team,1:18.866,1:18.216,1:18.018
2022,13,Alonso,Alpine F1 Team,1:18.716,1:17.904,1:18.078
2022,13,Hamilton,Mercedes,1:18.374,1:18.035,1:18.142
2022,13,Bottas,Alfa Romeo,1:18.935,1:18.445,1:18.157
2022,13,Ricciardo,McLaren,1:18.775,1:18.198,1:18.379
2022,13,Verstappen,Red Bull,1:18.509,1:17.703,1:18.823
2022,13,Pérez,Red Bull,1:19.118,1:18.516,
2022,13,Zhou,Alfa Romeo,1:18.973,1:18.573,
2022,13,Magnussen,Haas F1 Team,1:18.993,1:18.825,
2022,13,Stroll,Aston Martin,1:19.205,1:19.137,
2022,13,Schumacher,Haas F1 Team,1:19.164,1:19.202,
2022,13,Tsunoda,AlphaTauri,1:19.240,,
2022,13,Albon,Williams,1:19.256,,
2022,13,Vettel,Aston Martin,1:19.273,,
2022,13,Gasly,AlphaTauri,1:19.527,,
2022,13,Latifi,Williams,1:19.570,,
2022,14,Verstappen,Red Bull,1:44.581,1:44.723,1:43.665
2022,14,Sainz,Ferrari,1:45.050,1:45.418,1:44.297
2022,14,Pérez,Red Bull,1:45.377,1:44.794,1:44.462
2022,14,Leclerc,Ferrari,1:45.572,1:44.551,1:44.553
2022,14,Ocon,Alpine F1 Team,1:46.039,1:45.475,1:45.180
2022,14,Alonso,Alpine F1 Team,1:46.075,1:45.552,1:45.368
2022,14,Hamilton,Mercedes,1:45.736,1:45.420,1:45.503
2022,14,Russell,Mercedes,1:45.650,1:45.461,1:45.776
2022,14,Albon,Williams,1:45.672,1:45.675,1:45.837
2022,14,Norris,McLaren,1:45.745,1:45.603,1:46.178
2022,14,Ricciardo,McLaren,1:46.212,1:45.767,
2022,14,Gasly,AlphaTauri,1:46.183,1:45.827,
2022,14,Zhou,Alfa Romeo,1:46.178,1:46.085,
2022,14,Stroll,Aston Martin,1:46.256,1:46.611,
2022,14,Schumacher,Haas F1 Team,1:46.342,1:47.718,
2022,14,Vettel,Aston Martin,1:46.344,,
2022,14,Latifi,Williams,1:46.401,,
2022,14,Magnussen,Haas F1 Team,1:46.557,,
2022,14,Tsunoda,AlphaTauri,1:46.692,,
2022,14,Bottas,Alfa Romeo,1:47.866,,
2022,15,Verstappen,Red Bull,1:11.317,1:10.927,1:10.342
2022,15,Leclerc,Ferrari,1:11.443,1:10.988,1:10.363
2022,15,Sainz,Ferrari,1:11.767,1:10.814,1:10.434
2022,15,Hamilton,Mercedes,1:11.331,1:11.075,1:10.648
2022,15,Pérez,Red Bull,1:11.641,1:11.314,1:11.077
2022,15,Russell,Mercedes,1:11.561,1:10.824,1:11.147
2022,15,Norris,McLaren,1:11.556,1:11.116,1:11.174
2022,15,Schumacher,Haas F1 Team,1:11.741,1:11.420,1:11.442
2022,15,Tsunoda,AlphaTauri,1:11.427,1:11.428,1:12.556
2022,15,Stroll,Aston Martin,1:11.568,1:11.416,
2022,15,Gasly,AlphaTauri,1:11.705,1:11.512,
2022,15,Ocon,Alpine F1 Team,1:11.748,1:11.605,
2022,15,Alonso,Alpine F1 Team,1:11.667,1:11.613,
2022,15,Zhou,Alfa Romeo,1:11.826,1:11.704,
2022,15,Albon,Williams,1:11.695,1:11.802,
2022,15,Bottas,Alfa Romeo,1:11.961,,
2022,15,Ricciardo,McLaren,1:12.081,,
2022,15,Magnussen,Haas F1 Team,1:12.319,,
2022,15,Vettel,Aston Martin,1:12.391,,
2022,15,Latifi,Williams,1:13.353,,
2022,16,Leclerc,Ferrari,1:21.280,1:21.208,1:20.161
2022,16,Verstappen,Red Bull,1:20.922,1:21.265,1:20.306
2022,16,Sainz,Ferrari,1:21.348,1:20.878,1:20.429
2022,16,Pérez,Red Bull,1:21.495,1:21.358,1:21.206
2022,16,Hamilton,Mercedes,1:22.048,1:21.708,1:21.524
2022,16,Russell,Mercedes,1:21.785,1:21.747,1:21.542
2022,16,Norris,McLaren,1:22.130,1:21.831,1:21.584
2022,16,Ricciardo,McLaren,1:22.139,1:21.855,1:21.925
2022,16,Gasly,AlphaTauri,1:22.010,1:22.062,1:22.648
2022,16,Alonso,Alpine F1 Team,1:22.089,1:21.861,
2022,16,Ocon,Alpine F1 Team,1:22.166,1:22.130,
2022,16,Bottas,Alfa Romeo,1:22.254,1:22.235,
2022,16,de Vries,Williams,1:22.567,1:22.471,
2022,16,Zhou,Alfa Romeo,1:22.003,1:22.577,
2022,16,Tsunoda,AlphaTauri,1:22.020,,
2022,16,Latifi,Williams,1:22.587,,
2022,16,Vettel,Aston Martin,1:22.636,,
2022,16,Stroll,Aston Martin,1:22.748,,
2022,16,Magnussen,Haas F1 Team,1:22.908,,
2022,16,Schumacher,Haas F1 Team,1:23.005,,
2022,17,Leclerc,Ferrari,1:54.129,1:52.343,1:49.412
2022,17,Pérez,Red Bull,1:54.404,1:52.818,1:49.434
2022,17,Hamilton,Mercedes,1:53.161,1:52.691,1:49.466
2022,17,Sainz,Ferrari,1:54.559,1:53.219,1:49.583
2022,17,Alonso,Alpine F1 Team,1:55.360,1:53.127,1:49.966
2022,17,Norris,McLaren,1:55.914,1:53.942,1:50.584
2022,17,Gasly,AlphaTauri,1:55.606,1:53.546,1:51.211
2022,17,Verstappen,Red Bull,1:53.057,1:52.723,1:51.395
2022,17,Magnussen,Haas F1 Team,1:55.103,1:54.006,1:51.573
2022,17,Tsunoda,AlphaTauri,1:55.314,1:53.848,1:51.983
2022,17,Russell,Mercedes,1:54.633,1:54.012,
2022,17,Stroll,Aston Martin,1:55.629,1:54.211,
2022,17,Schumacher,Haas F1 Team,1:55.736,1:54.370,
2022,17,Vettel,Aston Martin,1:55.602,1:54.380,
2022,17,Zhou,Alfa Romeo,1:55.375,1:55.518,
2022,17,Bottas,Alfa Romeo,1:56.083,,
2022,17,Ricciardo,McLaren,1:56.226,,
2022,17,Ocon,Alpine F1 Team,1:56.337,,
2022,17,Albon,Williams,1:56.985,,
2022,17,Latifi,Williams,1:57.532,,
2022,18,Verstappen,Red Bull,1:30.224,1:30.346,1:29.304
2022,18,Leclerc,Ferrari,1:30.402,1:30.486,1:29.314
2022,18,Sainz,Ferrari,1:30.336,1:30.444,1:29.361
2022,18,Pérez,Red Bull,1:30.622,1:29.925,1:29.709
2022,18,Ocon,Alpine F1 Team,1:30.696,1:30.357,1:30.165
2022,18,Hamilton,Mercedes,1:30.906,1:30.443,1:30.261
2022,18,Alonso,Alpine F1 Team,1:30.603,1:30.343,1:30.322
2022,18,Russell,Mercedes,1:30.865,1:30.465,1:30.389
2022,18,Vettel,Aston Martin,1:31.256,1:30.656,1:30.554
2022,18,Norris,McLaren,1:30.881,1:30.473,1:31.003
2022,18,Ricciardo,McLaren,1:30.880,1:30.659,
2022,18,Bottas,Alfa Romeo,1:31.226,1:30.709,
2022,18,Tsunoda,AlphaTauri,1:31.130,1:30.808,
2022,18,Zhou,Alfa Romeo,1:30.894,1:30.953,
2022,18,Schumacher,Haas F1 Team,1:31.152,1:31.439,
2022,18,Albon,Williams,1:31.311,,
2022,18,Gasly,AlphaTauri,1:31.322,,
2022,18,Magnussen,Haas F1 Team,1:31.352,,
2022,18,Stroll,Aston Martin,1:31.419,,
2022,18,Latifi,Williams,1:31.511,,
2022,19,Sainz,Ferrari,1:35.297,1:35.590,1:34.356
2022,19,Leclerc,Ferrari,1:35.795,1:35.246,1:34.421
2022,19,Verstappen,Red Bull,1:35.864,1:35.294,1:34.448
2022,19,Pérez,Red Bull,1:36.163,1:35.864,1:34.645
2022,19,Hamilton,Mercedes,1:36.148,1:35.732,1:34.947
2022,19,Russell,Mercedes,1:36.195,1:35.692,1:34.988
2022,19,Stroll,Aston Martin,1:36.860,1:36.032,1:35.598
2022,19,Norris,McLaren,1:36.465,1:36.341,1:35.690
2022,19,Alonso,Alpine F1 Team,1:36.446,1:35.988,1:35.876
