season,round,driver,constructor,position,points
2016,8,Massa,Williams,10,1
2016,8,Button,McLaren,11,0
2016,8,Nasr,Sauber,12,0
2016,8,Grosjean,Haas F1 Team,13,0
2016,8,Magnussen,Renault,14,0
2016,8,Palmer,Renault,15,0
2016,8,Gutiérrez,Haas F1 Team,16,0
2016,8,Ericsson,Sauber,17,0
2016,8,Haryanto,Manor Marussia,18,0
2016,8,Alonso,McLaren,19,0
2016,8,Wehrlein,Manor Marussia,20,0
2016,8,Sainz,Toro Rosso,21,0
2016,8,Kvyat,Toro Rosso,22,0
2015,12,Hamilton,Mercedes,1,25
2015,12,Vettel,Ferrari,2,18
2015,12,Massa,Williams,3,15
2015,12,Bottas,Williams,4,12
2015,12,Räikkönen,Ferrari,5,10
2015,12,Pérez,Force India,6,8
2015,12,Hülkenberg,Force India,7,6
2015,12,Ricciardo,Red Bull,8,4
2015,12,Ericsson,Sauber,9,2
2015,12,Kvyat,Red Bull,10,1
2015,12,Sainz,Toro Rosso,11,0
2015,12,Verstappen,Toro Rosso,12,0
2015,12,Nasr,Sauber,13,0
2015,12,Button,McLaren,14,0
2015,12,Stevens,Manor Marussia,15,0
2015,12,Merhi,Manor Marussia,16,0
2015,12,Rosberg,Mercedes,17,0
2015,12,Alonso,McLaren,18,0
2015,12,Grosjean,Lotus F1,19,0
2015,12,Maldonado,Lotus F1,20,0
2016,9,Hamilton,Mercedes,1,25
2016,9,Verstappen,Red Bull,2,18
2016,9,Räikkönen,Ferrari,3,15
2016,9,Rosberg,Mercedes,4,12
2016,9,Ricciardo,Red Bull,5,10
2016,9,Button,McLaren,6,8
2016,9,Grosjean,Haas F1 Team,7,6
2016,9,Sainz,Toro Rosso,8,4
2016,9,Bottas,Williams,9,2
2016,9,Wehrlein,Manor Marussia,10,1
2016,9,Gutiérrez,Haas F1 Team,11,0
2016,9,Palmer,Renault,12,0
2016,9,Nasr,Sauber,13,0
2016,9,Magnussen,Renault,14,0
2016,9,Ericsson,Sauber,15,0
2016,9,Haryanto,Manor Marussia,16,0
2016,9,Pérez,Force India,17,0
2016,9,Alonso,McLaren,18,0
2016,9,Hülkenberg,Force India,19,0
2016,9,Massa,Williams,20,0
2016,9,Vettel,Ferrari,21,0
2016,9,Kvyat,Toro Rosso,22,0
2016,10,Hamilton,Mercedes,1,25
2016,10,Verstappen,Red Bull,2,18
2016,10,Rosberg,Mercedes,3,15
2016,10,Ricciardo,Red Bull,4,12
2016,10,Räikkönen,Ferrari,5,10
2016,10,Pérez,Force India,6,8
2016,10,Hülkenberg,Force India,7,6
2016,10,Sainz,Toro Rosso,8,4
2016,10,Vettel,Ferrari,9,2
2016,10,Kvyat,Toro Rosso,10,1
2016,10,Massa,Williams,11,0
2016,10,Button,McLaren,12,0
2016,10,Alonso,McLaren,13,0
2016,10,Bottas,Williams,14,0
2016,10,Nasr,Sauber,15,0
2016,10,Gutiérrez,Haas F1 Team,16,0
2016,10,Magnussen,Renault,17,0
2016,10,Palmer,Renault,18,0
2016,10,Haryanto,Manor Marussia,19,0
2016,10,Grosjean,Haas F1 Team,20,0
2016,10,Ericsson,Sauber,21,0
2016,10,Wehrlein,Manor Marussia,22,0
2016,11,Hamilton,Mercedes,1,25
2016,11,Rosberg,Mercedes,2,18
2016,11,Ricciardo,Red Bull,3,15
2016,11,Vettel,Ferrari,4,12
2016,11,Verstappen,Red Bull,5,10
2016,11,Räikkönen,Ferrari,6,8
2016,11,Alonso,McLaren,7,6
2016,11,Sainz,Toro Rosso,8,4
2016,11,Bottas,Williams,9,2
2016,11,Hülkenberg,Force India,10,1
2016,11,Pérez,Force India,11,0
2016,11,Palmer,Renault,12,0
2016,11,Gutiérrez,Haas F1 Team,13,0
2016,11,Grosjean,Haas F1 Team,14,0
2016,11,Magnussen,Renault,15,0
2016,11,Kvyat,Toro Rosso,16,0
2016,11,Nasr,Sauber,17,0
2016,11,Massa,Williams,18,0
2016,11,Wehrlein,Manor Marussia,19,0
2016,11,Ericsson,Sauber,20,0
2016,11,Haryanto,Manor Marussia,21,0
2016,11,Button,McLaren,22,0
2016,12,Hamilton,Mercedes,1,25
2016,12,Ricciardo,Red Bull,2,18
2016,12,Verstappen,Red Bull,3,15
2016,12,Rosberg,Mercedes,4,12
2016,12,Vettel,Ferrari,5,10
2016,12,Räikkönen,Ferrari,6,8
2016,12,Hülkenberg,Force India,7,6
2016,12,Button,McLaren,8,4
2016,12,Bottas,Williams,9,2
2016,12,Pérez,Force India,10,1
2016,12,Gutiérrez,Haas F1 Team,11,0
2016,12,Alonso,McLaren,12,0
2016,12,Grosjean,Haas F1 Team,13,0
2016,12,Sainz,Toro Rosso,14,0
2016,12,Kvyat,Toro Rosso,15,0
2016,12,Magnussen,Renault,16,0
2016,12,Wehrlein,Manor Marussia,17,0
2016,12,Ericsson,Sauber,18,0
2016,12,Palmer,Renault,19,0
2016,12,Haryanto,Manor Marussia,20,0
2016,12,Nasr,Sauber,21,0
2016,12,Massa,Williams,22,0
2016,13,Rosberg,Mercedes,1,25
2016,13,Ricciardo,Red Bull,2,18
2016,13,Hamilton,Mercedes,3,15
2016,13,Hülkenberg,Force India,4,12
2016,13,Pérez,Force India,5,10
2016,13,Vettel,Ferrari,6,8
2016,13,Alonso,McLaren,7,6
2016,13,Bottas,Williams,8,4
2016,13,Räikkönen,Ferrari,9,2
2016,13,Massa,Williams,10,1
2016,13,Verstappen,Red Bull,11,0
2016,13,Gutiérrez,Haas F1 Team,12,0
2016,13,Grosjean,Haas F1 Team,13,0
2016,13,Kvyat,Toro Rosso,14,0
2016,13,Palmer,Renault,15,0
2016,13,Ocon,Manor Marussia,16,0
2016,13,Nasr,Sauber,17,0
2016,13,Magnussen,Renault,18,0
2016,13,Ericsson,Sauber,19,0
2016,13,Sainz,Toro Rosso,20,0
2016,13,Button,McLaren,21,0
2016,13,Wehrlein,Manor Marussia,22,0
2016,14,Rosberg,Mercedes,1,25
2016,14,Hamilton,Mercedes,2,18
2016,14,Vettel,Ferrari,3,15
2016,14,Räikkönen,Ferrari,4,12
2016,14,Ricciardo,Red Bull,5,10
2016,14,Bottas,Williams,6,8
2016,14,Verstappen,Red Bull,7,6
2016,14,Pérez,Force India,8,4
2016,14,Massa,Williams,9,2
2016,14,Hülkenberg,Force India,10,1
2016,14,Grosjean,Haas F1 Team,11,0
2016,14,Button,McLaren,12,0
2016,14,Gutiérrez,Haas F1 Team,13,0
2016,14,Alonso,McLaren,14,0
2016,14,Sainz,Toro Rosso,15,0
2016,14,Ericsson,Sauber,16,0
2016,14,Magnussen,Renault,17,0
2016,14,Ocon,Manor Marussia,18,0
2016,14,Kvyat,Toro Rosso,19,0
2016,14,Wehrlein,Manor Marussia,20,0
2016,14,Palmer,Renault,21,0
2016,14,Nasr,Sauber,22,0
2016,16,Ricciardo,Red Bull,1,25
2016,16,Verstappen,Red Bull,2,18
2016,16,Rosberg,Mercedes,3,15
2016,16,Räikkönen,Ferrari,4,12
2016,16,Bottas,Williams,5,10
2016,16,Pérez,Force India,6,8
2016,16,Alonso,McLaren,7,6
2016,16,Hülkenberg,Force India,8,4
2016,16,Button,McLaren,9,2
2016,16,Palmer,Renault,10,1
2016,16,Sainz,Toro Rosso,11,0
2016,16,Ericsson,Sauber,12,0
2016,16,Massa,Williams,13,0
2016,16,Kvyat,Toro Rosso,14,0
2016,16,Wehrlein,Manor Marussia,15,0
2016,16,Ocon,Manor Marussia,16,0
2016,16,Nasr,Sauber,17,0
2016,16,Hamilton,Mercedes,18,0
2016,16,Gutiérrez,Haas F1 Team,19,0
2016,16,Magnussen,Renault,20,0
2016,16,Grosjean,Haas F1 Team,21,0
2016,16,Vettel,Ferrari,22,0
2016,17,Rosberg,Mercedes,1,25
2016,17,Verstappen,Red Bull,2,18
2016,17,Hamilton,Mercedes,3,15
2016,17,Vettel,Ferrari,4,12
2016,17,Räikkönen,Ferrari,5,10
2016,17,Ricciardo,Red Bull,6,8
2016,17,Pérez,Force India,7,6
2016,17,Hülkenberg,Force India,8,4
2016,17,Massa,Williams,9,2
2016,17,Bottas,Williams,10,1
2016,17,Grosjean,Haas F1 Team,11,0
2016,17,Palmer,Renault,12,0
2016,17,Kvyat,Toro Rosso,13,0
2016,17,Magnussen,Renault,14,0
2016,17,Ericsson,Sauber,15,0
2016,17,Alonso,McLaren,16,0
2016,17,Sainz,Toro Rosso,17,0
2016,17,Button,McLaren,18,0
2016,17,Nasr,Sauber,19,0
2016,17,Gutiérrez,Haas F1 Team,20,0
2016,17,Ocon,Manor Marussia,21,0
2016,17,Wehrlein,Manor Marussia,22,0
2016,15,Rosberg,Mercedes,1,25
2016,15,Ricciardo,Red Bull,2,18
2016,15,Hamilton,Mercedes,3,15
2016,15,Räikkönen,Ferrari,4,12
2016,15,Vettel,Ferrari,5,10
2016,15,Verstappen,Red Bull,6,8
2016,15,Alonso,McLaren,7,6
2016,15,Pérez,Force India,8,4
2016,15,Kvyat,Toro Rosso,9,2
2016,15,Magnussen,Renault,10,1
2016,15,Gutiérrez,Haas F1 Team,11,0
2016,15,Massa,Williams,12,0
2016,15,Nasr,Sauber,13,0
2016,15,Sainz,Toro Rosso,14,0
2016,15,Palmer,Renault,15,0
2016,15,Wehrlein,Manor Marussia,16,0
2016,15,Ericsson,Sauber,17,0
2016,15,Ocon,Manor Marussia,18,0
2016,15,Button,McLaren,19,0
2016,15,Bottas,Williams,20,0
2016,15,Hülkenberg,Force India,21,0
2016,15,Grosjean,Haas F1 Team,22,0
2016,18,Hamilton,Mercedes,1,25
2016,18,Rosberg,Mercedes,2,18
2016,18,Ricciardo,Red Bull,3,15
2016,18,Vettel,Ferrari,4,12
2016,18,Alonso,McLaren,5,10
2016,18,Sainz,Toro Rosso,6,8
2016,18,Massa,Williams,7,6
2016,18,Pérez,Force India,8,4
2016,18,Button,McLaren,9,2
2016,18,Grosjean,Haas F1 Team,10,1
2016,18,Kvyat,Toro Rosso,11,0
2016,18,Magnussen,Renault,12,0
2016,18,Palmer,Renault,13,0
2016,18,Ericsson,Sauber,14,0
2016,18,Nasr,Sauber,15,0
2016,18,Bottas,Williams,16,0
2016,18,Wehrlein,Manor Marussia,17,0
2016,18,Ocon,Manor Marussia,18,0
2016,18,Räikkönen,Ferrari,19,0
2016,18,Verstappen,Red Bull,20,0
2016,18,Gutiérrez,Haas F1 Team,21,0
2016,18,Hülkenberg,Force India,22,0
2016,19,Hamilton,Mercedes,1,25
2016,19,Rosberg,Mercedes,2,18
2016,19,Ricciardo,Red Bull,3,15
2016,19,Verstappen,Red Bull,4,12
2016,19,Vettel,Ferrari,5,10
2016,19,Räikkönen,Ferrari,6,8
2016,19,Hülkenberg,Force India,7,6
2016,19,Bottas,Williams,8,4
2016,19,Massa,Williams,9,2
2016,19,Pérez,Force India,10,1
2016,19,Ericsson,Sauber,11,0
2016,19,Button,McLaren,12,0
2016,19,Alonso,McLaren,13,0
2016,19,Palmer,Renault,14,0
2016,19,Nasr,Sauber,15,0
2016,19,Sainz,Toro Rosso,16,0
2016,19,Magnussen,Renault,17,0
2016,19,Kvyat,Toro Rosso,18,0
2016,19,Gutiérrez,Haas F1 Team,19,0
2016,19,Grosjean,Haas F1 Team,20,0
2016,19,Ocon,Manor Marussia,21,0
2016,19,Wehrlein,Manor Marussia,22,0
2016,21,Hamilton,Mercedes,1,25
2016,21,Rosberg,Mercedes,2,18
2016,21,Vettel,Ferrari,3,15
2016,21,Verstappen,Red Bull,4,12
2016,21,Ricciardo,Red Bull,5,10
2016,21,Räikkönen,Ferrari,6,8
2016,21,Hülkenberg,Force India,7,6
2016,21,Pérez,Force India,8,4
2016,21,Massa,Williams,9,2
2016,21,Alonso,McLaren,10,1
2016,21,Grosjean,Haas F1 Team,11,0
2016,21,Gutiérrez,Haas F1 Team,12,0
2016,21,Ocon,Manor Marussia,13,0
2016,21,Wehrlein,Manor Marussia,14,0
2016,21,Ericsson,Sauber,15,0
2016,21,Nasr,Sauber,16,0
2016,21,Palmer,Renault,17,0
2016,21,Sainz,Toro Rosso,18,0
2016,21,Kvyat,Toro Rosso,19,0
2016,21,Button,McLaren,20,0
2016,21,Bottas,Williams,21,0
2016,21,Magnussen,Renault,22,0
2016,20,Hamilton,Mercedes,1,25
2016,20,Rosberg,Mercedes,2,18
2016,20,Verstappen,Red Bull,3,15
2016,20,Pérez,Force India,4,12
2016,20,Vettel,Ferrari,5,10
2016,20,Sainz,Toro Rosso,6,8
2016,20,Hülkenberg,Force India,7,6
2016,20,Ricciardo,Red Bull,8,4
2016,20,Nasr,Sauber,9,2
2016,20,Alonso,McLaren,10,1
2016,20,Bottas,Williams,11,0
2016,20,Ocon,Manor Marussia,12,0
2016,20,Kvyat,Toro Rosso,13,0
2016,20,Magnussen,Renault,14,0
2016,20,Wehrlein,Manor Marussia,15,0
2016,20,Button,McLaren,16,0
2016,20,Gutiérrez,Haas F1 Team,17,0
2016,20,Massa,Williams,18,0
2016,20,Palmer,Renault,19,0
2016,20,Räikkönen,Ferrari,20,0
2016,20,Ericsson,Sauber,21,0
2016,20,Grosjean,Haas F1 Team,22,0
2017,3,Vettel,Ferrari,1,25
2017,3,Hamilton,Mercedes,2,18
2017,3,Bottas,Mercedes,3,15
2017,3,Räikkönen,Ferrari,4,12
2017,3,Ricciardo,Red Bull,5,10
2017,3,Massa,Williams,6,8
2017,3,Pérez,Force India,7,6
2017,3,Grosjean,Haas F1 Team,8,4
2017,3,Hülkenberg,Renault,9,2
2017,3,Ocon,Force India,10,1
2017,3,Wehrlein,Sauber,11,0
2017,3,Kvyat,Toro Rosso,12,0
2017,3,Palmer,Renault,13,0
2017,3,Alonso,McLaren,14,0
2017,3,Ericsson,Sauber,15,0
2017,3,Sainz,Toro Rosso,16,0
2017,3,Stroll,Williams,17,0
2017,3,Verstappen,Red Bull,18,0
2017,3,Magnussen,Haas F1 Team,19,0
2017,3,Vandoorne,McLaren,20,0
2017,2,Hamilton,Mercedes,1,25
2017,2,Vettel,Ferrari,2,18
2017,2,Verstappen,Red Bull,3,15
2017,2,Ricciardo,Red Bull,4,12
2017,2,Räikkönen,Ferrari,5,10
2017,2,Bottas,Mercedes,6,8
2017,2,Sainz,Toro Rosso,7,6
2017,2,Magnussen,Haas F1 Team,8,4
2017,2,Pérez,Force India,9,2
2017,2,Ocon,Force India,10,1
2017,2,Grosjean,Haas F1 Team,11,0
2017,2,Hülkenberg,Renault,12,0
2017,2,Palmer,Renault,13,0
2017,2,Massa,Williams,14,0
2017,2,Ericsson,Sauber,15,0
2017,2,Alonso,McLaren,16,0
2017,2,Kvyat,Toro Rosso,17,0
2017,2,Vandoorne,McLaren,18,0
2017,2,Giovinazzi,Sauber,19,0
2017,2,Stroll,Williams,20,0
2017,1,Vettel,Ferrari,1,25
2017,1,Hamilton,Mercedes,2,18
2017,1,Bottas,Mercedes,3,15
2017,1,Räikkönen,Ferrari,4,12
2017,1,Verstappen,Red Bull,5,10
2017,1,Massa,Williams,6,8
2017,1,Pérez,Force India,7,6
2017,1,Sainz,Toro Rosso,8,4
2017,1,Kvyat,Toro Rosso,9,2
2017,1,Ocon,Force India,10,1
2017,1,Hülkenberg,Renault,11,0
2017,1,Giovinazzi,Sauber,12,0
2017,1,Vandoorne,McLaren,13,0
2017,1,Alonso,McLaren,14,0
2017,1,Magnussen,Haas F1 Team,15,0
2017,1,Stroll,Williams,16,0
2017,1,Ricciardo,Red Bull,17,0
2017,1,Ericsson,Sauber,18,0
2017,1,Palmer,Renault,19,0
2017,1,Grosjean,Haas F1 Team,20,0
2017,4,Bottas,Mercedes,1,25
2017,4,Vettel,Ferrari,2,18
2017,4,Räikkönen,Ferrari,3,15
2017,4,Hamilton,Mercedes,4,12
2017,4,Verstappen,Red Bull,5,10
2017,4,Pérez,Force India,6,8
2017,4,Ocon,Force India,7,6
2017,4,Hülkenberg,Renault,8,4
2017,4,Massa,Williams,9,2
2017,4,Sainz,Toro Rosso,10,1
2017,4,Stroll,Williams,11,0
2017,4,Kvyat,Toro Rosso,12,0
2017,4,Magnussen,Haas F1 Team,13,0
2017,4,Vandoorne,McLaren,14,0
2017,4,Ericsson,Sauber,15,0
2017,4,Wehrlein,Sauber,16,0
2017,4,Ricciardo,Red Bull,17,0
2017,4,Palmer,Renault,18,0
2017,4,Grosjean,Haas F1 Team,19,0
2017,4,Alonso,McLaren,20,0
2017,6,Vettel,Ferrari,1,25
2017,6,Räikkönen,Ferrari,2,18
2017,6,Ricciardo,Red Bull,3,15
2017,6,Bottas,Mercedes,4,12
2017,6,Verstappen,Red Bull,5,10
2017,6,Sainz,Toro Rosso,6,8
2017,6,Hamilton,Mercedes,7,6
2017,6,Grosjean,Haas F1 Team,8,4
2017,6,Massa,Williams,9,2
2017,6,Magnussen,Haas F1 Team,10,1
2017,6,Palmer,Renault,11,0
2017,6,Ocon,Force India,12,0
2017,6,Pérez,Force India,13,0
2017,6,Kvyat,Toro Rosso,14,0
2017,6,Stroll,Williams,15,0
2017,6,Vandoorne,McLaren,16,0
2017,6,Ericsson,Sauber,17,0
2017,6,Button,McLaren,18,0
2017,6,Wehrlein,Sauber,19,0
2017,6,Hülkenberg,Renault,20,0
2017,5,Hamilton,Mercedes,1,25
2017,5,Vettel,Ferrari,2,18
2017,5,Ricciardo,Red Bull,3,15
2017,5,Pérez,Force India,4,12
2017,5,Ocon,Force India,5,10
2017,5,Hülkenberg,Renault,6,8
2017,5,Sainz,Toro Rosso,7,6
2017,5,Wehrlein,Sauber,8,4
2017,5,Kvyat,Toro Rosso,9,2
2017,5,Grosjean,Haas F1 Team,10,1
2017,5,Ericsson,Sauber,11,0
2017,5,Alonso,McLaren,12,0
2017,5,Massa,Williams,13,0
2017,5,Magnussen,Haas F1 Team,14,0
2017,5,Palmer,Renault,15,0
2017,5,Stroll,Williams,16,0
2017,5,Bottas,Mercedes,17,0
2017,5,Vandoorne,McLaren,18,0
2017,5,Verstappen,Red Bull,19,0
2017,5,Räikkönen,Ferrari,20,0
2017,7,Hamilton,Mercedes,1,25
2017,7,Bottas,Mercedes,2,18
2017,7,Ricciardo,Red Bull,3,15
2017,7,Vettel,Ferrari,4,12
2017,7,Pérez,Force India,5,10
2017,7,Ocon,Force India,6,8
2017,7,Räikkönen,Ferrari,7,6
2017,7,Hülkenberg,Renault,8,4
2017,7,Stroll,Williams,9,2
2017,7,Grosjean,Haas F1 Team,10,1
2017,7,Palmer,Renault,11,0
2017,7,Magnussen,Haas F1 Team,12,0
2017,7,Ericsson,Sauber,13,0
2017,7,Vandoorne,McLaren,14,0
2017,7,Wehrlein,Sauber,15,0
2017,7,Alonso,McLaren,16,0
2017,7,Kvyat,Toro Rosso,17,0
2017,7,Verstappen,Red Bull,18,0
2017,7,Massa,Williams,19,0
2017,7,Sainz,Toro Rosso,20,0
2017,8,Ricciardo,Red Bull,1,25
2017,8,Bottas,Mercedes,2,18
2017,8,Stroll,Williams,3,15
2017,8,Vettel,Ferrari,4,12
2017,8,Hamilton,Mercedes,5,10
2017,8,Ocon,Force India,6,8
2017,8,Magnussen,Haas F1 Team,7,6
2017,8,Sainz,Toro Rosso,8,4
2017,8,Alonso,McLaren,9,2
2017,8,Wehrlein,Sauber,10,1
2017,8,Ericsson,Sauber,11,0
2017,8,Vandoorne,McLaren,12,0
2017,8,Grosjean,Haas F1 Team,13,0
2017,8,Räikkönen,Ferrari,14,0
2017,8,Pérez,Force India,15,0
2017,8,Massa,Williams,16,0
2017,8,Hülkenberg,Renault,17,0
2017,8,Verstappen,Red Bull,18,0
2017,8,Kvyat,Toro Rosso,19,0
2017,8,Palmer,Renault,20,0
2017,9,Bottas,Mercedes,1,25
2017,9,Vettel,Ferrari,2,18
2017,9,Ricciardo,Red Bull,3,15
2017,9,Hamilton,Mercedes,4,12
2017,9,Räikkönen,Ferrari,5,10
2017,9,Grosjean,Haas F1 Team,6,8
2017,9,Pérez,Force India,7,6
2017,9,Ocon,Force India,8,4
2017,9,Massa,Williams,9,2
2017,9,Stroll,Williams,10,1
2017,9,Palmer,Renault,11,0
2017,9,Vandoorne,McLaren,12,0
2017,9,Hülkenberg,Renault,13,0
2017,9,Wehrlein,Sauber,14,0
2017,9,Ericsson,Sauber,15,0
2017,9,Kvyat,Toro Rosso,16,0
2017,9,Sainz,Toro Rosso,17,0
2017,9,Magnussen,Haas F1 Team,18,0
2017,9,Alonso,McLaren,19,0
2017,9,Verstappen,Red Bull,20,0
2017,10,Hamilton,Mercedes,1,25
2017,10,Bottas,Mercedes,2,18
2017,10,Räikkönen,Ferrari,3,15
2017,10,Verstappen,Red Bull,4,12
2017,10,Ricciardo,Red Bull,5,10
2017,10,Hülkenberg,Renault,6,8
2017,10,Vettel,Ferrari,7,6
2017,10,Ocon,Force India,8,4
2017,10,Pérez,Force India,9,2
2017,10,Massa,Williams,10,1
2017,10,Vandoorne,McLaren,11,0
2017,10,Magnussen,Haas F1 Team,12,0
2017,10,Grosjean,Haas F1 Team,13,0
2017,10,Ericsson,Sauber,14,0
2017,10,Kvyat,Toro Rosso,15,0
2017,10,Stroll,Williams,16,0
2017,10,Wehrlein,Sauber,17,0
2017,10,Alonso,McLaren,18,0
2017,10,Sainz,Toro Rosso,19,0
2017,10,Palmer,Renault,20,0
2017,11,Vettel,Ferrari,1,25
2017,11,Räikkönen,Ferrari,2,18
2017,11,Bottas,Mercedes,3,15
2017,11,Hamilton,Mercedes,4,12
2017,11,Verstappen,Red Bull,5,10
2017,11,Alonso,McLaren,6,8
2017,11,Sainz,Toro Rosso,7,6
2017,11,Pérez,Force India,8,4
2017,11,Ocon,Force India,9,2
2017,11,Vandoorne,McLaren,10,1
2017,11,Kvyat,Toro Rosso,11,0
2017,11,Palmer,Renault,12,0
2017,11,Magnussen,Haas F1 Team,13,0
2017,11,Stroll,Williams,14,0
2017,11,Wehrlein,Sauber,15,0
2017,11,Ericsson,Sauber,16,0
2017,11,Hülkenberg,Renault,17,0
2017,11,di Resta,Williams,18,0
2017,11,Grosjean,Haas F1 Team,19,0
2017,11,Ricciardo,Red Bull,20,0
2017,12,Hamilton,Mercedes,1,25
2017,12,Vettel,Ferrari,2,18
2017,12,Ricciardo,Red Bull,3,15
2017,12,Räikkönen,Ferrari,4,12
2017,12,Bottas,Mercedes,5,10
2017,12,Hülkenberg,Renault,6,8
2017,12,Grosjean,Haas F1 Team,7,6
2017,12,Massa,Williams,8,4
2017,12,Ocon,Force India,9,2
2017,12,Sainz,Toro Rosso,10,1
2017,12,Stroll,Williams,11,0
2017,12,Kvyat,Toro Rosso,12,0
2017,12,Palmer,Renault,13,0
2017,12,Vandoorne,McLaren,14,0
2017,12,Magnussen,Haas F1 Team,15,0
2017,12,Ericsson,Sauber,16,0
2017,12,Pérez,Force India,17,0
2017,12,Alonso,McLaren,18,0
2017,12,Verstappen,Red Bull,19,0
2017,12,Wehrlein,Sauber,20,0
2017,13,Hamilton,Mercedes,1,25
2017,13,Bottas,Mercedes,2,18
2017,13,Vettel,Ferrari,3,15
2017,13,Ricciardo,Red Bull,4,12
2017,13,Räikkönen,Ferrari,5,10
2017,13,Ocon,Force India,6,8
2017,13,Stroll,Williams,7,6
2017,13,Massa,Williams,8,4
2017,13,Pérez,Force India,9,2
2017,13,Verstappen,Red Bull,10,1
2017,13,Magnussen,Haas F1 Team,11,0
2017,13,Kvyat,Toro Rosso,12,0
2017,13,Hülkenberg,Renault,13,0
2017,13,Sainz,Toro Rosso,14,0
2017,13,Grosjean,Haas F1 Team,15,0
2017,13,Wehrlein,Sauber,16,0
2017,13,Alonso,McLaren,17,0
2017,13,Ericsson,Sauber,18,0
2017,13,Vandoorne,McLaren,19,0
2017,13,Palmer,Renault,20,0
2017,14,Hamilton,Mercedes,1,25
2017,14,Ricciardo,Red Bull,2,18
2017,14,Bottas,Mercedes,3,15
2017,14,Sainz,Toro Rosso,4,12
2017,14,Pérez,Force India,5,10
2017,14,Palmer,Renault,6,8
2017,14,Vandoorne,McLaren,7,6
2017,14,Stroll,Williams,8,4
2017,14,Grosjean,Haas F1 Team,9,2
2017,14,Ocon,Force India,10,1
2017,14,Massa,Williams,11,0
2017,14,Wehrlein,Sauber,12,0
2017,14,Magnussen,Haas F1 Team,13,0
2017,14,Hülkenberg,Renault,14,0
2017,14,Ericsson,Sauber,15,0
2017,14,Kvyat,Toro Rosso,16,0
2017,14,Alonso,McLaren,17,0
2017,14,Vettel,Ferrari,18,0
2017,14,Verstappen,Red Bull,19,0
2017,14,Räikkönen,Ferrari,20,0
2017,15,Verstappen,Red Bull,1,25
2017,15,Hamilton,Mercedes,2,18
2017,15,Ricciardo,Red Bull,3,15
2017,15,Vettel,Ferrari,4,12
2017,15,Bottas,Mercedes,5,10
2017,15,Pérez,Force India,6,8
2017,15,Vandoorne,McLaren,7,6
2017,15,Stroll,Williams,8,4
2017,15,Massa,Williams,9,2
2017,15,Ocon,Force India,10,1
2017,15,Alonso,McLaren,11,0
2017,15,Magnussen,Haas F1 Team,12,0
2017,15,Grosjean,Haas F1 Team,13,0
2017,15,Gasly,Toro Rosso,14,0
2017,15,Palmer,Renault,15,0
2017,15,Hülkenberg,Renault,16,0
2017,15,Wehrlein,Sauber,17,0
2017,15,Ericsson,Sauber,18,0
2017,15,Sainz,Toro Rosso,19,0
2017,15,Räikkönen,Ferrari,20,0
2017,16,Hamilton,Mercedes,1,25
2017,16,Verstappen,Red Bull,2,18
2017,16,Ricciardo,Red Bull,3,15
2017,16,Bottas,Mercedes,4,12
2017,16,Räikkönen,Ferrari,5,10
2017,16,Ocon,Force India,6,8
2017,16,Pérez,Force India,7,6
2017,16,Magnussen,Haas F1 Team,8,4
2017,16,Grosjean,Haas F1 Team,9,2
2017,16,Massa,Williams,10,1
2017,16,Alonso,McLaren,11,0
2017,16,Palmer,Renault,12,0
2017,16,Gasly,Toro Rosso,13,0
2017,16,Vandoorne,McLaren,14,0
2017,16,Wehrlein,Sauber,15,0
2017,16,Stroll,Williams,16,0
2017,16,Hülkenberg,Renault,17,0
2017,16,Ericsson,Sauber,18,0
2017,16,Vettel,Ferrari,19,0
2017,16,Sainz,Toro Rosso,20,0
2017,18,Verstappen,Red Bull,1,25
2017,18,Bottas,Mercedes,2,18
2017,18,Räikkönen,Ferrari,3,15
2017,18,Vettel,Ferrari,4,12
2017,18,Ocon,Force India,5,10
2017,18,Stroll,Williams,6,8
2017,18,Pérez,Force India,7,6
2017,18,Magnussen,Haas F1 Team,8,4
2017,18,Hamilton,Mercedes,9,2
2017,18,Alonso,McLaren,10,1
2017,18,Massa,Williams,11,0
2017,18,Vandoorne,McLaren,12,0
2017,18,Gasly,Toro Rosso,13,0
2017,18,Wehrlein,Sauber,14,0
2017,18,Grosjean,Haas F1 Team,15,0
2017,18,Sainz,Renault,16,0
2017,18,Ericsson,Sauber,17,0
2017,18,Hartley,Toro Rosso,18,0
2017,18,Hülkenberg,Renault,19,0
2017,18,Ricciardo,Red Bull,20,0
2017,19,Vettel,Ferrari,1,25
2017,19,Bottas,Mercedes,2,18
2017,19,Räikkönen,Ferrari,3,15
2017,19,Hamilton,Mercedes,4,12
2017,19,Verstappen,Red Bull,5,10
2017,19,Ricciardo,Red Bull,6,8
2017,19,Massa,Williams,7,6
2017,19,Alonso,McLaren,8,4
2017,19,Pérez,Force India,9,2
2017,19,Hülkenberg,Renault,10,1
2017,19,Sainz,Renault,11,0
2017,19,Gasly,Toro Rosso,12,0
2017,19,Ericsson,Sauber,13,0
2017,19,Wehrlein,Sauber,14,0
2017,19,Grosjean,Haas F1 Team,15,0
2017,19,Stroll,Williams,16,0
2017,19,Hartley,Toro Rosso,17,0
2017,19,Ocon,Force India,18,0
2017,19,Vandoorne,McLaren,19,0
2017,19,Magnussen,Haas F1 Team,20,0
2017,17,Hamilton,Mercedes,1,25
